0.117384665,0.047907121,0.071075819,1E+15,2.04E-06,1.53E-06,1.29E-06,902459008,9646
589247168,5480968192,718610112,16601,-133109.7813,-8470.391602,-77430.125,9590019,0
-2693427200,-1474988800,-3341987584,0,671103.6875,-654073.875,310193.4375,3636463872,9646
-40788799488,-4863726080,-43733868544,0,-601281,-324381.5,-912329.875,3021560320,68288
