0,1,2,3,4,5,6,7,8
0.1173846647143364,0.04790712147951126,0.07107581943273544,999999986991104.0,2.043717586275307e-06,1.529588303128548e-06,1.285445364374027e-06,902459008.0,9646.0
589247168.0,5480968192.0,718610112.0,16601.0,-133109.78125,-8470.3916015625,-77430.125,9590019.0,0.0
-2693427200.0,-1474988800.0,-3341987584.0,0.0,671103.6875,-654073.875,310193.4375,3636463872.0,9646.0
-40788799488.0,-4863726080.0,-43733868544.0,0.0,-601281.0,-324381.5,-912329.875,3021560320.0,68288.0
