0.13278681,0.061443418,0.080913536,1E+15,2.36E-06,2.15E-06,1.51E-06,902459008,18257
-339681344,4665554944,125907688,16601,-151960.9531,-45722.80859,-90885.9375,9590019,0
3752434944,2822785024,1824530432,0,-342740.5,-597897.4375,-320399.4375,4135193600,18257
1724200448,-45972414464,38517493760,0,47924.64063,-775078.8125,721151,1297138048,81377
